Date,Time,PM2.5,PM2.5 AQI,,PM2.5 AQI
01-01-2023,1:00 AM,324.4,245,,238
01-01-2023,2:00 AM,366.8,240,,243
01-01-2023,3:00 AM,290.7,245,,250
01-01-2023,4:00 AM,245.4,252,,254
01-01-2023,5:00 AM,220.3,256,,259
01-01-2023,6:00 AM,180.2,261,,262
01-01-2023,7:00 AM,140,264,,264
01-01-2023,8:00 AM,125,266,,265
01-01-2023,9:00 AM,111,267,,265
01-01-2023,10:00 AM,112,267,,264
01-01-2023,11:00 AM,129.4,266,,263
01-01-2023,12:00 PM,184.1,265,,261
01-01-2023,1:00 PM,284.8,263,,261
01-01-2023,2:00 PM,372.3,263,,263
01-01-2023,3:00 PM,456.7,265,,270
01-01-2023,4:00 PM,404.8,272,,282
01-01-2023,5:00 PM,328.1,284,,290
01-01-2023,6:00 PM,274.4,292,,296
01-01-2023,7:00 PM,285,298,,299
01-01-2023,8:00 PM,354.9,301,,500
01-01-2023,9:00 PM,395.5,502,,500
01-01-2023,10:00 PM,392.7,502,,500
01-01-2023,11:00 PM,442.1,502,,500
01/01/2023 24:00 AM,,414.5,502,,500
02-01-2023,1:00 AM,391.2,502,,500
02-01-2023,2:00 AM,375.1,502,,500
02-01-2023,3:00 AM,310,502,,500
02-01-2023,4:00 AM,NoData,502,,500
02-01-2023,5:00 AM,NoData,502,,500
02-01-2023,6:00 AM,181.9,502,,500
02-01-2023,7:00 AM,152.5,502,,500
02-01-2023,8:00 AM,130.7,502,,500
02-01-2023,9:00 AM,127.8,502,,500
02-01-2023,10:00 AM,142.4,502,,500
02-01-2023,11:00 AM,190.3,502,,500
02-01-2023,12:00 PM,197.1,502,,500
02-01-2023,1:00 PM,243.1,502,,500
02-01-2023,2:00 PM,271.5,502,,500
02-01-2023,3:00 PM,246.1,502,,500
02-01-2023,4:00 PM,189.9,502,,500
02-01-2023,5:00 PM,162.1,502,,500
02-01-2023,6:00 PM,178.4,502,,500
02-01-2023,7:00 PM,201.5,502,,500
02-01-2023,8:00 PM,253.3,502,,500
02-01-2023,9:00 PM,289.7,502,,500
02-01-2023,10:00 PM,358,502,,298
02-01-2023,11:00 PM,380.7,300,,296
02/01/2023 24:00 AM,,300,298,,294
03-01-2023,1:00 AM,202.4,296,,288
03-01-2023,2:00 AM,150.5,290,,280
03-01-2023,3:00 AM,130.9,282,,270
03-01-2023,4:00 AM,128.8,272,,262
03-01-2023,5:00 AM,110.5,264,,258
03-01-2023,6:00 AM,92.2,260,,254
03-01-2023,7:00 AM,108,256,,250
03-01-2023,8:00 AM,93.9,252,,249
03-01-2023,9:00 AM,92.8,251,,247
03-01-2023,10:00 AM,107.9,249,,246
03-01-2023,11:00 AM,163.5,248,,244
03-01-2023,12:00 PM,186.9,246,,243
03-01-2023,1:00 PM,226.5,245,,243
03-01-2023,2:00 PM,233.1,245,,242
03-01-2023,3:00 PM,230.9,244,,240
03-01-2023,4:00 PM,172.2,242,,240
03-01-2023,5:00 PM,163.3,242,,239
03-01-2023,6:00 PM,180.1,241,,239
03-01-2023,7:00 PM,184.5,241,,239
03-01-2023,8:00 PM,235.5,241,,238
03-01-2023,9:00 PM,274.4,240,,238
03-01-2023,10:00 PM,321.2,240,,237
03-01-2023,11:00 PM,307.5,239,,236
03/01/2023 24:00 AM,,275,238,,233
04-01-2023,1:00 AM,303.3,235,,232
04-01-2023,2:00 AM,293.5,234,,236
04-01-2023,3:00 AM,282.8,238,,242
04-01-2023,4:00 AM,217.4,244,,248
04-01-2023,5:00 AM,127.8,250,,252
04-01-2023,6:00 AM,96.6,254,,252
04-01-2023,7:00 AM,91.3,254,,252
04-01-2023,8:00 AM,96.3,254,,252
04-01-2023,9:00 AM,101.5,254,,252
04-01-2023,10:00 AM,111.7,254,,252
04-01-2023,11:00 AM,168.6,254,,252
04-01-2023,12:00 PM,247.4,254,,253
04-01-2023,1:00 PM,309.7,255,,255
04-01-2023,2:00 PM,319,257,,258
04-01-2023,3:00 PM,NoData,260,,262
04-01-2023,4:00 PM,NoData,264,,261
04-01-2023,5:00 PM,NoData,263,,263
04-01-2023,6:00 PM,NoData,265,,265
04-01-2023,7:00 PM,NoData,267,,267
04-01-2023,8:00 PM,NoData,269,,269
04-01-2023,9:00 PM,NoData,271,,268
04-01-2023,10:00 PM,NoData,270,,NoData
04-01-2023,11:00 PM,NoData,#VALUE!,,NoData
04/01/2023 24:00 AM,,NoData,#VALUE!,,NoData
05-01-2023,1:00 AM,NoData,#VALUE!,,NoData
05-01-2023,2:00 AM,NoData,#VALUE!,,NoData
05-01-2023,3:00 AM,NoData,#VALUE!,,NoData
05-01-2023,4:00 AM,NoData,#VALUE!,,NoData
05-01-2023,5:00 AM,NoData,#VALUE!,,NoData
05-01-2023,6:00 AM,NoData,#VALUE!,,NoData
05-01-2023,7:00 AM,NoData,#VALUE!,,NoData
05-01-2023,8:00 AM,NoData,#VALUE!,,NoData
05-01-2023,9:00 AM,NoData,#VALUE!,,NoData
05-01-2023,10:00 AM,NoData,#VALUE!,,NoData
05-01-2023,11:00 AM,NoData,#VALUE!,,NoData
05-01-2023,12:00 PM,NoData,#VALUE!,,NoData
05-01-2023,1:00 PM,NoData,#VALUE!,,NoData
05-01-2023,2:00 PM,NoData,#VALUE!,,NoData
05-01-2023,3:00 PM,NoData,#VALUE!,,NoData
05-01-2023,4:00 PM,NoData,#VALUE!,,NoData
05-01-2023,5:00 PM,NoData,#VALUE!,,NoData
05-01-2023,6:00 PM,NoData,#VALUE!,,NoData
05-01-2023,7:00 PM,NoData,#VALUE!,,NoData
05-01-2023,8:00 PM,NoData,#VALUE!,,NoData
05-01-2023,9:00 PM,NoData,#VALUE!,,NoData
05-01-2023,10:00 PM,NoData,#VALUE!,,NoData
05-01-2023,11:00 PM,NoData,#VALUE!,,NoData
05/01/2023 24:00 AM,,NoData,#VALUE!,,NoData
06-01-2023,1:00 AM,NoData,#VALUE!,,NoData
06-01-2023,2:00 AM,NoData,#VALUE!,,NoData
06-01-2023,3:00 AM,NoData,#VALUE!,,NoData
06-01-2023,4:00 AM,NoData,#VALUE!,,NoData
06-01-2023,5:00 AM,NoData,#VALUE!,,NoData
06-01-2023,6:00 AM,NoData,#VALUE!,,NoData
06-01-2023,7:00 AM,NoData,#VALUE!,,NoData
06-01-2023,8:00 AM,NoData,#VALUE!,,NoData
06-01-2023,9:00 AM,NoData,#VALUE!,,NoData
06-01-2023,10:00 AM,NoData,#VALUE!,,NoData
06-01-2023,11:00 AM,NoData,#VALUE!,,NoData
06-01-2023,12:00 PM,NoData,#VALUE!,,NoData
06-01-2023,1:00 PM,NoData,#VALUE!,,NoData
06-01-2023,2:00 PM,NoData,#VALUE!,,NoData
06-01-2023,3:00 PM,NoData,#VALUE!,,NoData
06-01-2023,4:00 PM,NoData,#VALUE!,,NoData
06-01-2023,5:00 PM,NoData,#VALUE!,,NoData
06-01-2023,6:00 PM,NoData,#VALUE!,,NoData
06-01-2023,7:00 PM,NoData,#VALUE!,,NoData
06-01-2023,8:00 PM,NoData,#VALUE!,,NoData
06-01-2023,9:00 PM,NoData,#VALUE!,,NoData
06-01-2023,10:00 PM,NoData,#VALUE!,,NoData
06-01-2023,11:00 PM,NoData,#VALUE!,,NoData
06/01/2023 24:00 AM,,297.1,#VALUE!,,NoData
07-01-2023,1:00 AM,271,#VALUE!,,NoData
07-01-2023,2:00 AM,NoData,#VALUE!,,NoData
07-01-2023,3:00 AM,NoData,#VALUE!,,NoData
07-01-2023,4:00 AM,NoData,#VALUE!,,NoData
07-01-2023,5:00 AM,NoData,#VALUE!,,NoData
07-01-2023,6:00 AM,NoData,#VALUE!,,NoData
07-01-2023,7:00 AM,NoData,#VALUE!,,NoData
07-01-2023,8:00 AM,NoData,#VALUE!,,NoData
07-01-2023,9:00 AM,NoData,#VALUE!,,NoData
07-01-2023,10:00 AM,NoData,#VALUE!,,NoData
07-01-2023,11:00 AM,NoData,#VALUE!,,NoData
07-01-2023,12:00 PM,214.7,#VALUE!,,NoData
07-01-2023,1:00 PM,238.5,#VALUE!,,NoData
07-01-2023,2:00 PM,254.1,#VALUE!,,NoData
07-01-2023,3:00 PM,199.4,#VALUE!,,NoData
07-01-2023,4:00 PM,164.2,#VALUE!,,NoData
07-01-2023,5:00 PM,154,#VALUE!,,NoData
07-01-2023,6:00 PM,157.7,#VALUE!,,NoData
07-01-2023,7:00 PM,210.3,#VALUE!,,NoData
07-01-2023,8:00 PM,260.4,#VALUE!,,NoData
07-01-2023,9:00 PM,335.8,#VALUE!,,NoData
07-01-2023,10:00 PM,379.3,#VALUE!,,NoData
07-01-2023,11:00 PM,459.4,#VALUE!,,NoData
07/01/2023 24:00 AM,,398.1,#VALUE!,,NoData
08-01-2023,1:00 AM,397,#VALUE!,,NoData
08-01-2023,2:00 AM,353.7,#VALUE!,,NoData
08-01-2023,3:00 AM,306.4,#VALUE!,,NoData
08-01-2023,4:00 AM,254.3,#VALUE!,,NoData
08-01-2023,5:00 AM,203.1,#VALUE!,,NoData
08-01-2023,6:00 AM,176.7,#VALUE!,,500
08-01-2023,7:00 AM,173.4,502,,500
08-01-2023,8:00 AM,192.6,502,,500
08-01-2023,9:00 AM,203.3,502,,500
08-01-2023,10:00 AM,236.2,502,,500
08-01-2023,11:00 AM,265,502,,500
08-01-2023,12:00 PM,248.5,502,,500
08-01-2023,1:00 PM,211.8,502,,500
08-01-2023,2:00 PM,167.7,502,,500
08-01-2023,3:00 PM,149.9,502,,500
08-01-2023,4:00 PM,147,502,,500
08-01-2023,5:00 PM,133.3,502,,500
08-01-2023,6:00 PM,139.2,502,,500
08-01-2023,7:00 PM,171.6,502,,299
08-01-2023,8:00 PM,207.8,301,,297
08-01-2023,9:00 PM,233.2,299,,295
08-01-2023,10:00 PM,250.1,297,,291
08-01-2023,11:00 PM,265.5,293,,285
08/01/2023 24:00 AM,,269.7,287,,277
09-01-2023,1:00 AM,238.9,279,,272
09-01-2023,2:00 AM,251,274,,266
09-01-2023,3:00 AM,250,268,,261
09-01-2023,4:00 AM,235.4,263,,259
09-01-2023,5:00 AM,226.2,261,,258
09-01-2023,6:00 AM,217.7,260,,259
09-01-2023,7:00 AM,239.2,261,,261
09-01-2023,8:00 AM,229,263,,264
09-01-2023,9:00 AM,245.3,266,,265
09-01-2023,10:00 AM,274.8,267,,267
09-01-2023,11:00 AM,256.8,269,,268
09-01-2023,12:00 PM,235.4,270,,268
09-01-2023,1:00 PM,172.5,270,,268
09-01-2023,2:00 PM,148.4,270,,266
09-01-2023,3:00 PM,98.5,268,,265
09-01-2023,4:00 PM,77.5,267,,263
09-01-2023,5:00 PM,71.1,265,,260
09-01-2023,6:00 PM,75.2,262,,258
09-01-2023,7:00 PM,109,260,,255
09-01-2023,8:00 PM,167.3,257,,252
09-01-2023,9:00 PM,242.2,254,,251
09-01-2023,10:00 PM,294,253,,251
09-01-2023,11:00 PM,238.8,253,,253
09/01/2023 24:00 AM,,221.3,255,,252
10-01-2023,1:00 AM,210.9,254,,250
10-01-2023,2:00 AM,207.1,252,,249
10-01-2023,3:00 AM,180,251,,247
10-01-2023,4:00 AM,167.7,249,,244
10-01-2023,5:00 AM,164.5,246,,241
10-01-2023,6:00 AM,171.1,243,,239
10-01-2023,7:00 AM,172.2,241,,237
10-01-2023,8:00 AM,176.3,239,,234
10-01-2023,9:00 AM,195.8,236,,232
10-01-2023,10:00 AM,204.9,234,,230
10-01-2023,11:00 AM,188.5,232,,227
10-01-2023,12:00 PM,164.4,229,,224
10-01-2023,1:00 PM,127.2,226,,221
10-01-2023,2:00 PM,114.5,223,,219
10-01-2023,3:00 PM,92.4,221,,218
10-01-2023,4:00 PM,82.2,220,,218
10-01-2023,5:00 PM,57.6,220,,218
10-01-2023,6:00 PM,67.7,220,,217
10-01-2023,7:00 PM,92.1,219,,217
10-01-2023,8:00 PM,126.3,219,,216
10-01-2023,9:00 PM,189.3,218,,214
10-01-2023,10:00 PM,219.3,216,,212
10-01-2023,11:00 PM,192.2,214,,209
10/01/2023 24:00 AM,,152.8,211,,207
11-01-2023,1:00 AM,120.3,209,,204
11-01-2023,2:00 AM,98.5,206,,201
11-01-2023,3:00 AM,118.9,203,,197
11-01-2023,4:00 AM,117.6,199,,195
11-01-2023,5:00 AM,112.5,197,,194
11-01-2023,6:00 AM,119.1,196,,193
11-01-2023,7:00 AM,120.9,195,,192
11-01-2023,8:00 AM,134.5,194,,190
11-01-2023,9:00 AM,142.7,192,,189
11-01-2023,10:00 AM,165.9,191,,188
11-01-2023,11:00 AM,161.7,190,,187
11-01-2023,12:00 PM,128.8,189,,187
11-01-2023,1:00 PM,111.4,189,,186
11-01-2023,2:00 PM,102.2,188,,185
11-01-2023,3:00 PM,76.9,187,,185
11-01-2023,4:00 PM,61.1,187,,185
11-01-2023,5:00 PM,63.6,187,,184
11-01-2023,6:00 PM,73.5,186,,184
11-01-2023,7:00 PM,96.4,186,,184
11-01-2023,8:00 PM,133.2,186,,185
11-01-2023,9:00 PM,181.7,187,,185
11-01-2023,10:00 PM,232.2,187,,185
11-01-2023,11:00 PM,208.1,187,,185
11/01/2023 24:00 AM,,223.6,187,,185
12-01-2023,1:00 AM,229.9,187,,187
12-01-2023,2:00 AM,202.4,189,,190
12-01-2023,3:00 AM,222.3,192,,192
12-01-2023,4:00 AM,226.2,194,,195
12-01-2023,5:00 AM,215,197,,197
12-01-2023,6:00 AM,222.8,199,,201
12-01-2023,7:00 AM,326.2,203,,205
12-01-2023,8:00 AM,246.9,207,,214
12-01-2023,9:00 AM,234.3,216,,218
12-01-2023,10:00 AM,277.7,220,,222
12-01-2023,11:00 AM,228.8,224,,227
12-01-2023,12:00 PM,198.4,229,,230
12-01-2023,1:00 PM,173.5,232,,232
12-01-2023,2:00 PM,126.6,234,,235
12-01-2023,3:00 PM,138.3,237,,236
12-01-2023,4:00 PM,183.1,238,,239
12-01-2023,5:00 PM,155.4,241,,244
12-01-2023,6:00 PM,132.9,246,,247
12-01-2023,7:00 PM,134.1,249,,250
12-01-2023,8:00 PM,181.9,252,,251
12-01-2023,9:00 PM,259.1,253,,253
12-01-2023,10:00 PM,366.7,255,,257
12-01-2023,11:00 PM,361.4,259,,262
12/01/2023 24:00 AM,,338,264,,268
13-01-2023,1:00 AM,320.9,270,,273
13-01-2023,2:00 AM,278.3,275,,277
13-01-2023,3:00 AM,269.8,279,,280
13-01-2023,4:00 AM,278.7,282,,282
13-01-2023,5:00 AM,259.2,284,,284
13-01-2023,6:00 AM,234.1,286,,286
13-01-2023,7:00 AM,236.7,288,,286
13-01-2023,8:00 AM,245.9,288,,283
13-01-2023,9:00 AM,247.2,285,,283
13-01-2023,10:00 AM,279.6,285,,283
13-01-2023,11:00 AM,294.1,285,,283
13-01-2023,12:00 PM,195.5,285,,286
13-01-2023,1:00 PM,161.7,288,,286
13-01-2023,2:00 PM,172.7,288,,285
13-01-2023,3:00 PM,195.8,287,,287
13-01-2023,4:00 PM,181,289,,290
13-01-2023,5:00 PM,200.8,292,,290
13-01-2023,6:00 PM,281,292,,292
13-01-2023,7:00 PM,325.6,294,,298
13-01-2023,8:00 PM,362.9,300,,500
13-01-2023,9:00 PM,391.2,502,,500
13-01-2023,10:00 PM,426.9,502,,500
13-01-2023,11:00 PM,494.1,502,,500
13/01/2023 24:00 AM,,511.7,502,,500
14-01-2023,1:00 AM,545,502,,500
14-01-2023,2:00 AM,474.5,502,,500
14-01-2023,3:00 AM,463,502,,500
14-01-2023,4:00 AM,407.9,502,,500
14-01-2023,5:00 AM,377.3,502,,500
14-01-2023,6:00 AM,353.6,502,,500
14-01-2023,7:00 AM,331.1,502,,500
14-01-2023,8:00 AM,275.1,502,,500
14-01-2023,9:00 AM,249.1,502,,500
14-01-2023,10:00 AM,250,502,,500
14-01-2023,11:00 AM,NoData,502,,500
14-01-2023,12:00 PM,NoData,502,,500
14-01-2023,1:00 PM,NoData,502,,500
14-01-2023,2:00 PM,NoData,502,,500
14-01-2023,3:00 PM,NoData,502,,500
14-01-2023,4:00 PM,NoData,502,,500
14-01-2023,5:00 PM,NoData,502,,500
14-01-2023,6:00 PM,204.9,502,,NoData
14-01-2023,7:00 PM,221.3,#VALUE!,,NoData
14-01-2023,8:00 PM,266.4,#VALUE!,,NoData
14-01-2023,9:00 PM,259.9,#VALUE!,,NoData
14-01-2023,10:00 PM,290.9,#VALUE!,,NoData
14-01-2023,11:00 PM,368.2,#VALUE!,,NoData
14/01/2023 24:00 AM,,345.6,#VALUE!,,NoData
15-01-2023,1:00 AM,378.2,#VALUE!,,NoData
15-01-2023,2:00 AM,325.8,#VALUE!,,NoData
15-01-2023,3:00 AM,341.5,#VALUE!,,NoData
15-01-2023,4:00 AM,406,#VALUE!,,NoData
15-01-2023,5:00 AM,416.3,#VALUE!,,NoData
15-01-2023,6:00 AM,360.9,#VALUE!,,NoData
15-01-2023,7:00 AM,319.7,#VALUE!,,NoData
15-01-2023,8:00 AM,330.8,#VALUE!,,NoData
15-01-2023,9:00 AM,344.3,#VALUE!,,NoData
15-01-2023,10:00 AM,378.7,#VALUE!,,NoData
15-01-2023,11:00 AM,395.5,#VALUE!,,NoData
15-01-2023,12:00 PM,307.6,#VALUE!,,500
15-01-2023,1:00 PM,301.2,502,,500
15-01-2023,2:00 PM,283.3,502,,500
15-01-2023,3:00 PM,186.1,502,,500
15-01-2023,4:00 PM,143.8,502,,500
15-01-2023,5:00 PM,113.2,502,,500
15-01-2023,6:00 PM,116.3,502,,500
15-01-2023,7:00 PM,122.9,502,,500
15-01-2023,8:00 PM,151.1,502,,500
15-01-2023,9:00 PM,196.8,502,,500
15-01-2023,10:00 PM,223.2,502,,500
15-01-2023,11:00 PM,241.3,502,,500
15/01/2023 24:00 AM,,261.3,502,,500
16-01-2023,1:00 AM,276.9,502,,500
16-01-2023,2:00 AM,264.7,502,,500
16-01-2023,3:00 AM,303.3,502,,500
16-01-2023,4:00 AM,322.1,502,,500
16-01-2023,5:00 AM,323.3,502,,500
16-01-2023,6:00 AM,313.2,502,,500
16-01-2023,7:00 AM,301.2,502,,500
16-01-2023,8:00 AM,289.8,502,,500
16-01-2023,9:00 AM,287.7,502,,500
16-01-2023,10:00 AM,300.7,502,,500
16-01-2023,11:00 AM,333.8,502,,500
16-01-2023,12:00 PM,NoData,502,,NoData
16-01-2023,1:00 PM,NoData,#VALUE!,,295
16-01-2023,2:00 PM,205.7,297,,292
16-01-2023,3:00 PM,188.4,294,,289
16-01-2023,4:00 PM,179.7,291,,289
16-01-2023,5:00 PM,178.8,291,,290
16-01-2023,6:00 PM,212.4,292,,293
16-01-2023,7:00 PM,180.6,295,,298
16-01-2023,8:00 PM,205,300,,500
16-01-2023,9:00 PM,259.1,502,,500
16-01-2023,10:00 PM,299.9,502,,500
16-01-2023,11:00 PM,314.1,502,,500
16/01/2023 24:00 AM,,355.2,502,,500
17-01-2023,1:00 AM,368.9,502,,500
17-01-2023,2:00 AM,341.4,502,,500
17-01-2023,3:00 AM,331.4,502,,500
17-01-2023,4:00 AM,309.3,502,,500
17-01-2023,5:00 AM,286.7,502,,500
17-01-2023,6:00 AM,282.1,502,,500
17-01-2023,7:00 AM,270.1,502,,500
17-01-2023,8:00 AM,258.5,502,,500
17-01-2023,9:00 AM,253,502,,500
17-01-2023,10:00 AM,267.9,502,,500
17-01-2023,11:00 AM,293,502,,500
17-01-2023,12:00 PM,306.3,502,,500
17-01-2023,1:00 PM,307.2,502,,500
17-01-2023,2:00 PM,268.8,502,,500
17-01-2023,3:00 PM,234.7,502,,500
17-01-2023,4:00 PM,163.8,502,,500
17-01-2023,5:00 PM,121.3,502,,500
17-01-2023,6:00 PM,98.7,502,,500
17-01-2023,7:00 PM,82.5,502,,500
17-01-2023,8:00 PM,89.9,502,,500
17-01-2023,9:00 PM,101.2,502,,500
17-01-2023,10:00 PM,91,502,,299
17-01-2023,11:00 PM,86.7,301,,290
17/01/2023 24:00 AM,,33.7,292,,281
18-01-2023,1:00 AM,53.9,283,,268
18-01-2023,2:00 AM,26.3,270,,255
18-01-2023,3:00 AM,18.1,257,,242
18-01-2023,4:00 AM,31.5,244,,229
18-01-2023,5:00 AM,24.9,231,,217
18-01-2023,6:00 AM,23.7,219,,206
18-01-2023,7:00 AM,32.5,208,,197
18-01-2023,8:00 AM,26.1,199,,191
18-01-2023,9:00 AM,29,193,,185
18-01-2023,10:00 AM,42.7,187,,180
18-01-2023,11:00 AM,51.6,182,,174
18-01-2023,12:00 PM,59.9,176,,169
18-01-2023,1:00 PM,72.8,171,,163
18-01-2023,2:00 PM,94.3,165,,157
18-01-2023,3:00 PM,70.7,159,,153
18-01-2023,4:00 PM,52.2,155,,146
18-01-2023,5:00 PM,28.7,148,,137
18-01-2023,6:00 PM,25.4,139,,129
18-01-2023,7:00 PM,30.7,131,,123
18-01-2023,8:00 PM,39.7,125,,119
18-01-2023,9:00 PM,50.2,121,,115
18-01-2023,10:00 PM,79.4,117,,110
18-01-2023,11:00 PM,85.1,112,,109
18/01/2023 24:00 AM,,98.4,111,,109
19-01-2023,1:00 AM,91.1,111,,115
19-01-2023,2:00 AM,94.2,117,,118
19-01-2023,3:00 AM,110.3,120,,123
19-01-2023,4:00 AM,113.8,125,,131
19-01-2023,5:00 AM,111.7,133,,138
19-01-2023,6:00 AM,121.1,140,,145
19-01-2023,7:00 AM,121,147,,151
19-01-2023,8:00 AM,108.7,153,,153
19-01-2023,9:00 AM,118.5,155,,155
19-01-2023,10:00 AM,138.9,157,,157
19-01-2023,11:00 AM,150.6,159,,160
19-01-2023,12:00 PM,143.1,162,,162
19-01-2023,1:00 PM,104.6,164,,164
19-01-2023,2:00 PM,84.7,166,,165
19-01-2023,3:00 PM,54.6,167,,165
19-01-2023,4:00 PM,50.2,167,,164
19-01-2023,5:00 PM,52.6,166,,164
19-01-2023,6:00 PM,48.4,166,,165
19-01-2023,7:00 PM,68.4,167,,165
19-01-2023,8:00 PM,102,167,,166
19-01-2023,9:00 PM,143.3,168,,168
19-01-2023,10:00 PM,170.6,170,,170
19-01-2023,11:00 PM,140.6,172,,172
19/01/2023 24:00 AM,,149,174,,173
20-01-2023,1:00 AM,161,175,,175
20-01-2023,2:00 AM,135.6,177,,176
20-01-2023,3:00 AM,141.5,178,,177
20-01-2023,4:00 AM,121.4,179,,178
20-01-2023,5:00 AM,113.4,180,,178
20-01-2023,6:00 AM,104.7,180,,178
20-01-2023,7:00 AM,100.6,180,,178
20-01-2023,8:00 AM,94.7,180,,177
20-01-2023,9:00 AM,91.7,179,,177
20-01-2023,10:00 AM,101.8,179,,176
20-01-2023,11:00 AM,113.3,178,,175
20-01-2023,12:00 PM,128.9,177,,175
20-01-2023,1:00 PM,112.6,177,,174
20-01-2023,2:00 PM,92.7,176,,174
20-01-2023,3:00 PM,74.5,176,,175
20-01-2023,4:00 PM,67.6,177,,175
20-01-2023,5:00 PM,63.3,177,,176
20-01-2023,6:00 PM,67.1,178,,176
20-01-2023,7:00 PM,69.1,178,,176
20-01-2023,8:00 PM,86.2,178,,176
20-01-2023,9:00 PM,119.5,178,,176
