Date,Time,PM2.5,PM2.5 AQI,,PM2.5 AQI
27-03-2023,2:00 AM,150,125,,129
27-03-2023,3:00 AM,251,131,,138
27-03-2023,4:00 AM,235,140,,151
27-03-2023,5:00 AM,260,153,,156
27-03-2023,6:00 AM,306,158,,161
27-03-2023,7:00 AM,331,163,,167
27-03-2023,8:00 AM,298,169,,173
27-03-2023,9:00 AM,279,175,,178
27-03-2023,10:00 AM,144,180,,183
27-03-2023,11:00 AM,91,185,,185
27-03-2023,12:00 PM,55,187,,186
27-03-2023,1:00 PM,39,188,,187
27-03-2023,2:00 PM,35,189,,187
27-03-2023,3:00 PM,32,189,,187
27-03-2023,4:00 PM,25,189,,187
27-03-2023,5:00 PM,30,189,,187
27-03-2023,6:00 PM,24,189,,187
27-03-2023,7:00 PM,38,189,,187
27-03-2023,8:00 PM,47,189,,187
27-03-2023,9:00 PM,61,189,,187
27-03-2023,10:00 PM,69,189,,187
27-03-2023,11:00 PM,78,189,,187
27/03/2023 24:00 AM,,81,189,,187
28-03-2023,1:00 AM,92,189,,186
28-03-2023,2:00 AM,100,188,,186
28-03-2023,3:00 AM,104,188,,184
28-03-2023,4:00 AM,107,186,,181
28-03-2023,5:00 AM,111,183,,178
28-03-2023,6:00 AM,111,180,,174
28-03-2023,7:00 AM,116,176,,170
28-03-2023,8:00 AM,163,172,,164
28-03-2023,9:00 AM,325,166,,161
28-03-2023,10:00 AM,106,163,,162
28-03-2023,11:00 AM,69,164,,161
28-03-2023,12:00 PM,47,163,,161
28-03-2023,1:00 PM,37,163,,161
28-03-2023,2:00 PM,38,163,,161
28-03-2023,3:00 PM,40,163,,161
28-03-2023,4:00 PM,45,163,,161
28-03-2023,5:00 PM,39,163,,161
28-03-2023,6:00 PM,40,163,,162
28-03-2023,7:00 PM,47,164,,162
28-03-2023,8:00 PM,55,164,,162
28-03-2023,9:00 PM,78,164,,162
28-03-2023,10:00 PM,81,164,,163
28-03-2023,11:00 PM,74,165,,163
28/03/2023 24:00 AM,,77,165,,163
29-03-2023,1:00 AM,70,165,,163
29-03-2023,2:00 AM,NoData,165,,NoData
29-03-2023,3:00 AM,NoData,#VALUE!,,NoData
29-03-2023,4:00 AM,NoData,#VALUE!,,NoData
29-03-2023,5:00 AM,NoData,#VALUE!,,NoData
29-03-2023,6:00 AM,NoData,#VALUE!,,NoData
29-03-2023,7:00 AM,NoData,#VALUE!,,NoData
29-03-2023,8:00 AM,NoData,#VALUE!,,NoData
29-03-2023,9:00 AM,NoData,#VALUE!,,NoData
29-03-2023,10:00 AM,NoData,#VALUE!,,NoData
29-03-2023,11:00 AM,NoData,#VALUE!,,NoData
29-03-2023,12:00 PM,NoData,#VALUE!,,NoData
29-03-2023,1:00 PM,NoData,#VALUE!,,NoData
29-03-2023,2:00 PM,NoData,#VALUE!,,NoData
29-03-2023,3:00 PM,NoData,#VALUE!,,NoData
29-03-2023,4:00 PM,NoData,#VALUE!,,NoData
29-03-2023,5:00 PM,NoData,#VALUE!,,NoData
29-03-2023,6:00 PM,NoData,#VALUE!,,NoData
29-03-2023,7:00 PM,NoData,#VALUE!,,NoData
29-03-2023,8:00 PM,NoData,#VALUE!,,NoData
29-03-2023,9:00 PM,NoData,#VALUE!,,NoData
29-03-2023,10:00 PM,NoData,#VALUE!,,NoData
29-03-2023,11:00 PM,NoData,#VALUE!,,NoData
29/03/2023 24:00 AM,,NoData,#VALUE!,,NoData
30-03-2023,1:00 AM,NoData,#VALUE!,,NoData
30-03-2023,2:00 AM,NoData,#VALUE!,,NoData
30-03-2023,3:00 AM,NoData,#VALUE!,,NoData
30-03-2023,4:00 AM,NoData,#VALUE!,,NoData
30-03-2023,5:00 AM,NoData,#VALUE!,,NoData
30-03-2023,6:00 AM,NoData,#VALUE!,,NoData
30-03-2023,7:00 AM,NoData,#VALUE!,,NoData
30-03-2023,8:00 AM,NoData,#VALUE!,,NoData
30-03-2023,9:00 AM,NoData,#VALUE!,,NoData
30-03-2023,10:00 AM,NoData,#VALUE!,,NoData
30-03-2023,11:00 AM,NoData,#VALUE!,,NoData
30-03-2023,12:00 PM,NoData,#VALUE!,,NoData
30-03-2023,1:00 PM,NoData,#VALUE!,,NoData
30-03-2023,2:00 PM,NoData,#VALUE!,,NoData
30-03-2023,3:00 PM,NoData,#VALUE!,,NoData
30-03-2023,4:00 PM,NoData,#VALUE!,,NoData
30-03-2023,5:00 PM,NoData,#VALUE!,,NoData
30-03-2023,6:00 PM,NoData,#VALUE!,,NoData
30-03-2023,7:00 PM,NoData,#VALUE!,,NoData
30-03-2023,8:00 PM,NoData,#VALUE!,,NoData
30-03-2023,9:00 PM,NoData,#VALUE!,,NoData
30-03-2023,10:00 PM,NoData,#VALUE!,,NoData
30-03-2023,11:00 PM,NoData,#VALUE!,,NoData
30/03/2023 24:00 AM,,NoData,#VALUE!,,NoData
31-03-2023,1:00 AM,NoData,#VALUE!,,NoData
31-03-2023,2:00 AM,NoData,#VALUE!,,NoData
31-03-2023,3:00 AM,NoData,#VALUE!,,NoData
31-03-2023,4:00 AM,NoData,#VALUE!,,NoData
31-03-2023,5:00 AM,NoData,#VALUE!,,NoData
31-03-2023,6:00 AM,NoData,#VALUE!,,NoData
31-03-2023,7:00 AM,NoData,#VALUE!,,NoData
31-03-2023,8:00 AM,NoData,#VALUE!,,NoData
31-03-2023,9:00 AM,NoData,#VALUE!,,NoData
31-03-2023,10:00 AM,NoData,#VALUE!,,NoData
31-03-2023,11:00 AM,NoData,#VALUE!,,NoData
31-03-2023,12:00 PM,NoData,#VALUE!,,NoData
31-03-2023,1:00 PM,NoData,#VALUE!,,NoData
31-03-2023,2:00 PM,NoData,#VALUE!,,NoData
31-03-2023,3:00 PM,NoData,#VALUE!,,NoData
31-03-2023,4:00 PM,NoData,#VALUE!,,NoData
31-03-2023,5:00 PM,NoData,#VALUE!,,NoData
31-03-2023,6:00 PM,NoData,#VALUE!,,NoData
31-03-2023,7:00 PM,NoData,#VALUE!,,NoData
31-03-2023,8:00 PM,NoData,#VALUE!,,NoData
31-03-2023,9:00 PM,NoData,#VALUE!,,NoData
31-03-2023,10:00 PM,NoData,#VALUE!,,NoData
31-03-2023,11:00 PM,NoData,#VALUE!,,NoData
31/03/2023 24:00 AM,,NoData,#VALUE!,,NoData
01-04-2023,1:00 AM,NoData,#VALUE!,,NoData
01-04-2023,2:00 AM,NoData,#VALUE!,,NoData
01-04-2023,3:00 AM,NoData,#VALUE!,,NoData
01-04-2023,4:00 AM,NoData,#VALUE!,,NoData
01-04-2023,5:00 AM,NoData,#VALUE!,,NoData
01-04-2023,6:00 AM,NoData,#VALUE!,,NoData
01-04-2023,7:00 AM,NoData,#VALUE!,,NoData
01-04-2023,8:00 AM,NoData,#VALUE!,,NoData
01-04-2023,9:00 AM,NoData,#VALUE!,,NoData
01-04-2023,10:00 AM,NoData,#VALUE!,,NoData
01-04-2023,11:00 AM,52,#VALUE!,,NoData
01-04-2023,12:00 PM,43,#VALUE!,,NoData
01-04-2023,1:00 PM,38,#VALUE!,,NoData
01-04-2023,2:00 PM,37,#VALUE!,,NoData
01-04-2023,3:00 PM,36,#VALUE!,,NoData
01-04-2023,4:00 PM,34,#VALUE!,,NoData
01-04-2023,5:00 PM,16,#VALUE!,,NoData
01-04-2023,6:00 PM,23,#VALUE!,,NoData
01-04-2023,7:00 PM,27,#VALUE!,,NoData
01-04-2023,8:00 PM,45,#VALUE!,,NoData
01-04-2023,9:00 PM,64,#VALUE!,,NoData
01-04-2023,10:00 PM,142,#VALUE!,,NoData
01-04-2023,11:00 PM,NoData,#VALUE!,,NoData
01/04/2023 24:00 AM,,NoData,#VALUE!,,NoData
02-04-2023,1:00 AM,NoData,#VALUE!,,NoData
02-04-2023,2:00 AM,NoData,#VALUE!,,NoData
02-04-2023,3:00 AM,NoData,#VALUE!,,NoData
02-04-2023,4:00 AM,NoData,#VALUE!,,NoData
02-04-2023,5:00 AM,NoData,#VALUE!,,NoData
02-04-2023,6:00 AM,NoData,#VALUE!,,NoData
02-04-2023,7:00 AM,NoData,#VALUE!,,NoData
02-04-2023,8:00 AM,NoData,#VALUE!,,NoData
02-04-2023,9:00 AM,NoData,#VALUE!,,NoData
02-04-2023,10:00 AM,NoData,#VALUE!,,NoData
02-04-2023,11:00 AM,NoData,#VALUE!,,NoData
02-04-2023,12:00 PM,NoData,#VALUE!,,NoData
02-04-2023,1:00 PM,NoData,#VALUE!,,NoData
02-04-2023,2:00 PM,27,#VALUE!,,NoData
02-04-2023,3:00 PM,30,#VALUE!,,NoData
02-04-2023,4:00 PM,44,#VALUE!,,NoData
02-04-2023,5:00 PM,52,#VALUE!,,NoData
02-04-2023,6:00 PM,53,#VALUE!,,NoData
02-04-2023,7:00 PM,22,#VALUE!,,NoData
02-04-2023,8:00 PM,15,#VALUE!,,NoData
02-04-2023,9:00 PM,32,#VALUE!,,NoData
02-04-2023,10:00 PM,29,#VALUE!,,NoData
02-04-2023,11:00 PM,35,#VALUE!,,NoData
02/04/2023 24:00 AM,,25,#VALUE!,,NoData
03-04-2023,1:00 AM,21,#VALUE!,,NoData
03-04-2023,2:00 AM,21,#VALUE!,,NoData
03-04-2023,3:00 AM,16,#VALUE!,,NoData
03-04-2023,4:00 AM,10,#VALUE!,,NoData
03-04-2023,5:00 AM,20,#VALUE!,,NoData
03-04-2023,6:00 AM,39,#VALUE!,,NoData
03-04-2023,7:00 AM,59,#VALUE!,,NoData
03-04-2023,8:00 AM,92,#VALUE!,,80
03-04-2023,9:00 AM,83,82,,86
03-04-2023,10:00 AM,65,88,,91
03-04-2023,11:00 AM,NoData,93,,NoData
03-04-2023,12:00 PM,NoData,#VALUE!,,NoData
03-04-2023,1:00 PM,NoData,#VALUE!,,NoData
03-04-2023,2:00 PM,26,#VALUE!,,94
03-04-2023,3:00 PM,21,96,,94
03-04-2023,4:00 PM,16,96,,93
03-04-2023,5:00 PM,21,95,,90
03-04-2023,6:00 PM,NoData,92,,NoData
03-04-2023,7:00 PM,NoData,#VALUE!,,NoData
03-04-2023,8:00 PM,NoData,#VALUE!,,NoData
03-04-2023,9:00 PM,NoData,#VALUE!,,NoData
03-04-2023,10:00 PM,NoData,#VALUE!,,NoData
03-04-2023,11:00 PM,NoData,#VALUE!,,NoData
03/04/2023 24:00 AM,,NoData,#VALUE!,,NoData
04-04-2023,1:00 AM,NoData,#VALUE!,,NoData
04-04-2023,2:00 AM,NoData,#VALUE!,,NoData
04-04-2023,3:00 AM,NoData,#VALUE!,,NoData
04-04-2023,4:00 AM,NoData,#VALUE!,,NoData
04-04-2023,5:00 AM,NoData,#VALUE!,,NoData
04-04-2023,6:00 AM,NoData,#VALUE!,,NoData
04-04-2023,7:00 AM,NoData,#VALUE!,,NoData
04-04-2023,8:00 AM,NoData,#VALUE!,,NoData
04-04-2023,9:00 AM,NoData,#VALUE!,,NoData
04-04-2023,10:00 AM,97,#VALUE!,,NoData
04-04-2023,11:00 AM,58,#VALUE!,,NoData
04-04-2023,12:00 PM,31,#VALUE!,,NoData
04-04-2023,1:00 PM,23,#VALUE!,,NoData
04-04-2023,2:00 PM,15,#VALUE!,,NoData
04-04-2023,3:00 PM,17,#VALUE!,,NoData
04-04-2023,4:00 PM,13,#VALUE!,,NoData
04-04-2023,5:00 PM,16,#VALUE!,,NoData
04-04-2023,6:00 PM,26,#VALUE!,,NoData
04-04-2023,7:00 PM,29,#VALUE!,,NoData
04-04-2023,8:00 PM,38,#VALUE!,,NoData
04-04-2023,9:00 PM,57,#VALUE!,,NoData
04-04-2023,10:00 PM,64,#VALUE!,,NoData
04-04-2023,11:00 PM,65,#VALUE!,,NoData
04/04/2023 24:00 AM,,69,#VALUE!,,NoData
05-04-2023,1:00 AM,53,#VALUE!,,NoData
05-04-2023,2:00 AM,52,#VALUE!,,NoData
05-04-2023,3:00 AM,85,#VALUE!,,NoData
05-04-2023,4:00 AM,92,#VALUE!,,109
05-04-2023,5:00 AM,74,111,,114
05-04-2023,6:00 AM,77,116,,116
05-04-2023,7:00 AM,91,118,,119
05-04-2023,8:00 AM,88,121,,123
05-04-2023,9:00 AM,94,125,,126
05-04-2023,10:00 AM,69,128,,129
05-04-2023,11:00 AM,40,131,,127
05-04-2023,12:00 PM,26,129,,125
05-04-2023,1:00 PM,25,127,,125
05-04-2023,2:00 PM,19,127,,125
05-04-2023,3:00 PM,22,127,,125
05-04-2023,4:00 PM,18,127,,126
05-04-2023,5:00 PM,19,128,,126
05-04-2023,6:00 PM,22,128,,126
05-04-2023,7:00 PM,30,128,,126
05-04-2023,8:00 PM,34,128,,126
05-04-2023,9:00 PM,47,128,,126
05-04-2023,10:00 PM,58,128,,125
05-04-2023,11:00 PM,65,127,,125
05/04/2023 24:00 AM,,58,127,,125
06-04-2023,1:00 AM,78,127,,124
06-04-2023,2:00 AM,87,126,,126
06-04-2023,3:00 AM,102,128,,129
06-04-2023,4:00 AM,125,131,,130
06-04-2023,5:00 AM,146,132,,133
06-04-2023,6:00 AM,253,135,,139
06-04-2023,7:00 AM,229,141,,151
06-04-2023,8:00 AM,209,153,,154
06-04-2023,9:00 AM,186,156,,157
06-04-2023,10:00 AM,126,159,,160
06-04-2023,11:00 AM,48,162,,161
06-04-2023,12:00 PM,34,163,,161
06-04-2023,1:00 PM,29,163,,161
06-04-2023,2:00 PM,29,163,,161
06-04-2023,3:00 PM,34,163,,162
06-04-2023,4:00 PM,21,164,,162
06-04-2023,5:00 PM,19,164,,162
06-04-2023,6:00 PM,23,164,,162
06-04-2023,7:00 PM,35,164,,162
06-04-2023,8:00 PM,33,164,,162
06-04-2023,9:00 PM,77,164,,162
06-04-2023,10:00 PM,83,164,,163
06-04-2023,11:00 PM,68,165,,163
06/04/2023 24:00 AM,,62,165,,164
07-04-2023,1:00 AM,58,166,,164
07-04-2023,2:00 AM,52,166,,163
07-04-2023,3:00 AM,63,165,,162
07-04-2023,4:00 AM,115,164,,161
07-04-2023,5:00 AM,172,163,,161
07-04-2023,6:00 AM,169,163,,162
07-04-2023,7:00 AM,186,164,,160
07-04-2023,8:00 AM,201,162,,159
07-04-2023,9:00 AM,168,161,,158
07-04-2023,10:00 AM,142,160,,158
07-04-2023,11:00 AM,101,160,,158
07-04-2023,12:00 PM,58,160,,160
07-04-2023,1:00 PM,30,162,,160
07-04-2023,2:00 PM,29,162,,160
07-04-2023,3:00 PM,25,162,,160
07-04-2023,4:00 PM,25,162,,160
07-04-2023,5:00 PM,28,162,,160
07-04-2023,6:00 PM,32,162,,160
07-04-2023,7:00 PM,36,162,,161
07-04-2023,8:00 PM,49,163,,161
07-04-2023,9:00 PM,59,163,,161
07-04-2023,10:00 PM,67,163,,161
07-04-2023,11:00 PM,45,163,,160
07/04/2023 24:00 AM,,54,162,,160
08-04-2023,1:00 AM,50,162,,159
08-04-2023,2:00 AM,65,161,,159
08-04-2023,3:00 AM,100,161,,160
08-04-2023,4:00 AM,143,162,,160
08-04-2023,5:00 AM,186,162,,161
08-04-2023,6:00 AM,216,163,,162
08-04-2023,7:00 AM,247,164,,163
08-04-2023,8:00 AM,218,165,,164
08-04-2023,9:00 AM,184,166,,165
08-04-2023,10:00 AM,135,167,,165
08-04-2023,11:00 AM,184,167,,165
08-04-2023,12:00 PM,112,167,,167
08-04-2023,1:00 PM,59,169,,168
08-04-2023,2:00 PM,31,170,,169
08-04-2023,3:00 PM,32,171,,169
08-04-2023,4:00 PM,31,171,,169
08-04-2023,5:00 PM,33,171,,169
08-04-2023,6:00 PM,37,171,,169
08-04-2023,7:00 PM,38,171,,169
08-04-2023,8:00 PM,49,171,,169
08-04-2023,9:00 PM,78,171,,169
08-04-2023,10:00 PM,93,171,,170
08-04-2023,11:00 PM,97,172,,170
08/04/2023 24:00 AM,,110,172,,172
09-04-2023,1:00 AM,186,174,,173
09-04-2023,2:00 AM,133,175,,176
09-04-2023,3:00 AM,106,178,,178
09-04-2023,4:00 AM,109,180,,178
09-04-2023,5:00 AM,105,180,,177
09-04-2023,6:00 AM,191,179,,175
09-04-2023,7:00 AM,220,177,,175
09-04-2023,8:00 AM,261,177,,174
09-04-2023,9:00 AM,246,176,,175
09-04-2023,10:00 AM,180,177,,177
09-04-2023,11:00 AM,118,179,,178
09-04-2023,12:00 PM,103,180,,176
09-04-2023,1:00 PM,68,178,,176
09-04-2023,2:00 PM,62,178,,176
09-04-2023,3:00 PM,49,178,,177
09-04-2023,4:00 PM,47,179,,177
09-04-2023,5:00 PM,48,179,,178
09-04-2023,6:00 PM,61,180,,178
09-04-2023,7:00 PM,75,180,,179
09-04-2023,8:00 PM,108,181,,179
09-04-2023,9:00 PM,122,181,,181
09-04-2023,10:00 PM,135,183,,182
09-04-2023,11:00 PM,39,184,,183
09/04/2023 24:00 AM,,54,185,,182
10-04-2023,1:00 AM,43,184,,180
10-04-2023,2:00 AM,27,182,,177
10-04-2023,3:00 AM,24,179,,174
10-04-2023,4:00 AM,NoData,176,,NoData
10-04-2023,5:00 AM,NoData,#VALUE!,,NoData
10-04-2023,6:00 AM,NoData,#VALUE!,,NoData
10-04-2023,7:00 AM,NoData,#VALUE!,,NoData
10-04-2023,8:00 AM,NoData,#VALUE!,,NoData
10-04-2023,9:00 AM,NoData,#VALUE!,,NoData
10-04-2023,10:00 AM,104,#VALUE!,,156
10-04-2023,11:00 AM,66,158,,154
10-04-2023,12:00 PM,54,156,,152
10-04-2023,1:00 PM,57,154,,150
10-04-2023,2:00 PM,54,152,,149
10-04-2023,3:00 PM,70,151,,148
10-04-2023,4:00 PM,NoData,150,,NoData
10-04-2023,5:00 PM,NoData,#VALUE!,,NoData
10-04-2023,6:00 PM,NoData,#VALUE!,,NoData
10-04-2023,7:00 PM,NoData,#VALUE!,,NoData
10-04-2023,8:00 PM,NoData,#VALUE!,,NoData
10-04-2023,9:00 PM,NoData,#VALUE!,,NoData
10-04-2023,10:00 PM,NoData,#VALUE!,,NoData
10-04-2023,11:00 PM,NoData,#VALUE!,,NoData
10/04/2023 24:00 AM,,NoData,#VALUE!,,NoData
11-04-2023,1:00 AM,NoData,#VALUE!,,NoData
11-04-2023,2:00 AM,NoData,#VALUE!,,NoData
11-04-2023,3:00 AM,NoData,#VALUE!,,NoData
11-04-2023,4:00 AM,NoData,#VALUE!,,NoData
11-04-2023,5:00 AM,NoData,#VALUE!,,NoData
11-04-2023,6:00 AM,NoData,#VALUE!,,NoData
11-04-2023,7:00 AM,NoData,#VALUE!,,NoData
11-04-2023,8:00 AM,NoData,#VALUE!,,NoData
11-04-2023,9:00 AM,181,#VALUE!,,NoData
11-04-2023,10:00 AM,127,#VALUE!,,NoData
11-04-2023,11:00 AM,154,#VALUE!,,NoData
11-04-2023,12:00 PM,97,#VALUE!,,NoData
11-04-2023,1:00 PM,53,#VALUE!,,NoData
11-04-2023,2:00 PM,63,#VALUE!,,NoData
11-04-2023,3:00 PM,66,#VALUE!,,NoData
11-04-2023,4:00 PM,63,#VALUE!,,NoData
11-04-2023,5:00 PM,66,#VALUE!,,NoData
11-04-2023,6:00 PM,68,#VALUE!,,NoData
11-04-2023,7:00 PM,73,#VALUE!,,NoData
11-04-2023,8:00 PM,89,#VALUE!,,NoData
11-04-2023,9:00 PM,106,#VALUE!,,NoData
11-04-2023,10:00 PM,107,#VALUE!,,NoData
11-04-2023,11:00 PM,120,#VALUE!,,NoData
11/04/2023 24:00 AM,,122,#VALUE!,,NoData
12-04-2023,1:00 AM,90,#VALUE!,,NoData
12-04-2023,2:00 AM,86,#VALUE!,,NoData
12-04-2023,3:00 AM,93,#VALUE!,,168
12-04-2023,4:00 AM,90,170,,168
12-04-2023,5:00 AM,83,170,,167
12-04-2023,6:00 AM,75,169,,167
12-04-2023,7:00 AM,104,169,,167
12-04-2023,8:00 AM,103,169,,167
12-04-2023,9:00 AM,102,169,,167
12-04-2023,10:00 AM,86,169,,165
12-04-2023,11:00 AM,77,167,,164
12-04-2023,12:00 PM,97,166,,162
12-04-2023,1:00 PM,80,164,,162
12-04-2023,2:00 PM,67,164,,163
12-04-2023,3:00 PM,66,165,,163
12-04-2023,4:00 PM,55,165,,163
12-04-2023,5:00 PM,52,165,,163
12-04-2023,6:00 PM,63,165,,163
12-04-2023,7:00 PM,66,165,,162
12-04-2023,8:00 PM,75,164,,162
12-04-2023,9:00 PM,90,164,,162
12-04-2023,10:00 PM,105,164,,162
12-04-2023,11:00 PM,140,164,,161
12/04/2023 24:00 AM,,152,163,,162
13-04-2023,1:00 AM,141,164,,163
13-04-2023,2:00 AM,114,165,,164
13-04-2023,3:00 AM,109,166,,165
13-04-2023,4:00 AM,100,167,,165
13-04-2023,5:00 AM,96,167,,165
13-04-2023,6:00 AM,105,167,,166
13-04-2023,7:00 AM,130,168,,166
13-04-2023,8:00 AM,133,168,,167
13-04-2023,9:00 AM,132,169,,168
13-04-2023,10:00 AM,101,170,,168
13-04-2023,11:00 AM,96,170,,169
13-04-2023,12:00 PM,61,171,,169
13-04-2023,1:00 PM,55,171,,168
13-04-2023,2:00 PM,60,170,,168
13-04-2023,3:00 PM,52,170,,167
13-04-2023,4:00 PM,50,169,,167
13-04-2023,5:00 PM,51,169,,167
13-04-2023,6:00 PM,56,169,,167
13-04-2023,7:00 PM,65,169,,167
13-04-2023,8:00 PM,70,169,,167
13-04-2023,9:00 PM,90,169,,167
13-04-2023,10:00 PM,75,169,,167
13-04-2023,11:00 PM,45,169,,166
13/04/2023 24:00 AM,,41,168,,164
14-04-2023,1:00 AM,26,166,,161
14-04-2023,2:00 AM,28,163,,158
14-04-2023,3:00 AM,29,160,,156
14-04-2023,4:00 AM,33,158,,154
14-04-2023,5:00 AM,36,156,,153
14-04-2023,6:00 AM,53,155,,151
14-04-2023,7:00 AM,51,153,,149
14-04-2023,8:00 AM,87,151,,143
14-04-2023,9:00 AM,83,145,,139
14-04-2023,10:00 AM,69,141,,135
14-04-2023,11:00 AM,49,137,,132
14-04-2023,12:00 PM,43,134,,128
14-04-2023,1:00 PM,51,130,,127
14-04-2023,2:00 PM,40,129,,127
14-04-2023,3:00 PM,34,129,,125
14-04-2023,4:00 PM,38,127,,123
14-04-2023,5:00 PM,38,125,,122
14-04-2023,6:00 PM,35,124,,121
14-04-2023,7:00 PM,38,123,,120
14-04-2023,8:00 PM,41,122,,117
14-04-2023,9:00 PM,43,119,,115
14-04-2023,10:00 PM,54,117,,111
14-04-2023,11:00 PM,61,113,,109
14/04/2023 24:00 AM,,66,111,,111
15-04-2023,1:00 AM,72,113,,113
15-04-2023,2:00 AM,84,115,,117
15-04-2023,3:00 AM,89,119,,121
15-04-2023,4:00 AM,85,123,,126
15-04-2023,5:00 AM,83,128,,130
15-04-2023,6:00 AM,124,132,,134
15-04-2023,7:00 AM,143,136,,140
15-04-2023,8:00 AM,193,142,,148
15-04-2023,9:00 AM,226,150,,152
15-04-2023,10:00 AM,211,154,,156
15-04-2023,11:00 AM,152,158,,159
15-04-2023,12:00 PM,86,161,,161
15-04-2023,1:00 PM,50,163,,162
15-04-2023,2:00 PM,50,164,,162
15-04-2023,3:00 PM,46,164,,163
15-04-2023,4:00 PM,47,165,,163
15-04-2023,5:00 PM,52,165,,163
15-04-2023,6:00 PM,52,165,,163
15-04-2023,7:00 PM,54,165,,164
15-04-2023,8:00 PM,70,166,,164
15-04-2023,9:00 PM,101,166,,165
15-04-2023,10:00 PM,115,167,,166
15-04-2023,11:00 PM,147,168,,168
15/04/2023 24:00 AM,,179,170,,170
,,,172,,
